entry_idx,entry_time,entry_price,entry_raw,stop_loss,div_low,entry_rsi,sl_pct,exit_idx,exit_time,exit_price,exit_raw,exit_reason,bars_held,hours_held,pnl_pct,win,year
6768,2022-02-02 20:00:00+00:00,36936.945996,36896.36,33663.41289,33697.11,38.99098622620175,8.862489893870766,6779,2022-02-04 16:00:00+00:00,40683.109299,40727.91,take_profit,11,44,10.142049381683268,True,2022
6946,2022-03-04 12:00:00+00:00,40739.083752000006,40694.32,34901.95311,34936.89,38.275910097504315,14.328085230226714,6976,2022-03-09 12:00:00+00:00,42474.216910999996,42520.99,time_stop,30,120,4.259136434100109,True,2022
7482,2022-06-01 20:00:00+00:00,29838.616413000003,29805.83,29060.810100000002,29089.9,39.40947831004522,2.606710385744054,7510,2022-06-06 12:00:00+00:00,31506.724437999997,31541.42,take_profit,28,112,5.590433557345633,True,2022
7643,2022-06-28 16:00:00+00:00,20277.290511,20255.01,18049.5324,18067.6,37.94522158035632,10.986468383394161,7673,2022-07-03 16:00:00+00:00,19470.718624,19492.16,time_stop,30,120,-3.9777103679727337,False,2022
7717,2022-07-11 00:00:00+00:00,20563.284759000002,20540.69,19027.73322,19046.78,39.21168617706627,7.467442857483815,7732,2022-07-13 12:00:00+00:00,19006.802713457997,19456.2,stop_loss,15,60,-7.56922867034059,False,2022
8147,2022-09-20 16:00:00+00:00,19014.222663000004,18993.33,18450.27126,18468.74,38.221948487221724,2.9659450875023268,8154,2022-09-21 20:00:00+00:00,18429.975961614,18461.36,stop_loss,7,28,-3.0726825479060818,False,2022
8248,2022-10-07 12:00:00+00:00,19599.185415000004,19577.65,18442.89864,18461.36,39.8793962272573,5.899667514319518,8278,2022-10-12 12:00:00+00:00,19116.268948,19137.32,time_stop,30,120,-2.4639619288993937,False,2022
8405,2022-11-02 16:00:00+00:00,20272.955748000004,20250.68,18734.4468,18753.2,39.35967821361156,7.588972062703691,8418,2022-11-04 20:00:00+00:00,21125.256628,21148.52,take_profit,13,52,4.20412736353986,True,2022
9076,2023-02-22 12:00:00+00:00,23739.694971000004,23713.61,21541.45698,21563.02,36.28720386173237,9.259756680468449,9106,2023-02-27 12:00:00+00:00,23533.484660000002,23559.4,time_stop,30,120,-0.8686308364614856,False,2023
9882,2023-07-06 20:00:00+00:00,29928.314973000004,29895.43,28548.03339,28576.61,34.33571119024961,4.611958889918235,9912,2023-07-11 20:00:00+00:00,30588.415689999998,30622.1,time_stop,30,120,2.205606020905311,True,2023
10361,2023-09-24 16:00:00+00:00,26478.264087,26449.17,25754.210010000003,25779.99,37.38859482491391,2.734522454421342,10391,2023-09-29 16:00:00+00:00,26896.900828,26926.52,time_stop,30,120,1.5810581072251622,True,2023
10743,2023-11-27 08:00:00+00:00,37076.689545,37035.95,35705.90835,35741.65,39.72993462166437,3.69715099115385,10773,2023-12-02 08:00:00+00:00,38697.545824,38740.16,time_stop,30,120,4.371631607058029,True,2023
10916,2023-12-26 04:00:00+00:00,42821.17153200001,42774.12,41867.65044,41909.56,38.81301671682206,2.2267515294098135,10919,2023-12-26 16:00:00+00:00,41821.596024515995,42109.11,stop_loss,3,12,-2.3343021027274693,False,2023
11393,2024-03-14 16:00:00+00:00,69491.446599,69415.09,61349.56902,61410.98,37.76083807793116,11.716373708526545,11423,2024-03-19 16:00:00+00:00,64321.158811,64391.99,time_stop,30,120,-7.440178670959489,False,2024
11639,2024-04-24 16:00:00+00:00,64046.433666000004,63976.06,60244.64505,60304.95,36.27201116975319,5.935987998685774,11669,2024-04-29 16:00:00+00:00,62918.083893,62987.37,time_stop,30,120,-1.7617683115414478,False,2024
11849,2024-05-29 16:00:00+00:00,67340.77345800001,67266.78,62193.744,62256.0,39.72579982933526,7.643258599056899,11879,2024-06-03 16:00:00+00:00,69127.8756,69204.0,time_stop,30,120,2.65381885332011,True,2024
12187,2024-07-25 00:00:00+00:00,64164.092949000005,64093.59,60063.606270000004,60123.73,33.01115057029514,6.39062517763513,12217,2024-07-30 00:00:00+00:00,66536.729,66610.0,time_stop,30,120,3.69776294178406,True,2024
12591,2024-09-30 08:00:00+00:00,63889.64138400001,63819.44,57244.55814,57301.86,35.21367555524779,10.400877356723038,12621,2024-10-05 08:00:00+00:00,62111.602,62180.0,time_stop,30,120,-2.782985387745952,False,2024
12929,2024-11-25 16:00:00+00:00,94773.61642800001,94669.48,67782.15999,67850.01,38.53724172426606,28.479926645519065,12959,2024-11-30 16:00:00+00:00,96912.95835199999,97019.68,time_stop,30,120,2.2573180222844482,True,2024
13302,2025-01-26 20:00:00+00:00,102732.88200000001,102620.0,90760.36878,90851.22,39.283966482612996,11.654022535842037,13332,2025-01-31 20:00:00+00:00,102316.88748399999,102429.56,time_stop,30,120,-0.4049283032865958,False,2025
